card_id,edition,edition_status,match_number,match_id,date_utc,stage,team_id,team,opponent,player_id,player,card_type,minute_label,t_min,period,event_scope,nominal_basis_min,t_end_min,reset_window,base_horizon,effective_horizon,accumulation_role,paired_card_id,stop_scope,stop_card_id,stop_match_number,stop_t_min,stop_gap_fixtures,nominal_remainder_min,exp_match_min_rho_1,exp_match_min_rho_1_5,exp_match_min_rho_2,source_url,source_archive
2018-064-17059200000525,2018,final,64,300331552,2018-07-15T15:00:00Z,final,43946,France,Croatia,411470,HERNANDEZ,Y,41',41,3,in_play,90,96,post_quarter_final_reset,0,0,single_caution,,,,,,,49,55,55,55,https://api.fifa.com/api/v3/timelines/17/254645/275101/300331552?language=en,data/raw/2018/fifa/timelines/m064_300331552.json
2018-064-17059200001354,2018,final,64,300331552,2018-07-15T15:00:00Z,final,43938,Croatia,France,336485,VRSALJKO,Y,90'+3',93,5,in_play,90,96,post_quarter_final_reset,0,0,single_caution,,,,,,,0,3,3,3,https://api.fifa.com/api/v3/timelines/17/254645/275101/300331552?language=en,data/raw/2018/fifa/timelines/m064_300331552.json
2022-001-18185300000239,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43834,Qatar,Ecuador,284087,AL SHEEB,Y,15',15,3,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,75,81,81,81,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-001-18185300000304,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43834,Qatar,Ecuador,386366,ALMOEZ,Y,22',22,3,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,68,74,74,74,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-001-18185300000447,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43927,Ecuador,Qatar,428885,M. CAICEDO,Y,29',29,3,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,61,67,67,67,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-001-18185300000537,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43834,Qatar,Ecuador,354861,KARIM,Y,36',36,3,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,54,60,60,60,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-001-18185300000949,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43927,Ecuador,Qatar,428904,MENDEZ,Y,56',56,5,in_play,90,96,pre_quarter_final_reset,4,1,accumulation_first_caution,2022-019-18185500001027,cross_match,2022-019-18185500001027,19,57,0,34,40,40,40,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-001-18185300001245,2022,final,1,400128082,2022-11-20T16:00:00Z,group,43834,Qatar,Ecuador,386347,AFIF,Y,78',78,5,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,12,18,18,18,https://api.fifa.com/api/v3/timelines/17/255711/285063/400128082?language=en,data/raw/2022/fifa/timelines/m001_400128082.json
2022-002-18185200000842,2022,final,2,400235449,2022-11-21T16:00:00Z,group,43960,Netherlands,Senegal,404560,DE LIGT,Y,56',56,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,34,45,45,45,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235449?language=en,data/raw/2022/fifa/timelines/m002_400235449.json
2022-002-18185200001281,2022,final,2,400235449,2022-11-21T16:00:00Z,group,43879,Senegal,Netherlands,441319,N. MENDY,Y,90'+4',94,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,7,7,7,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235449?language=en,data/raw/2022/fifa/timelines/m002_400235449.json
2022-002-18185200001290,2022,final,2,400235449,2022-11-21T16:00:00Z,group,43879,Senegal,Netherlands,332314,GANA,Y,90'+6',96,5,in_play,90,101,pre_quarter_final_reset,4,2,accumulation_first_caution,2022-035-18185600000942,cross_match,2022-035-18185600000942,35,66,1,0,5,5,5,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235449?language=en,data/raw/2022/fifa/timelines/m002_400235449.json
2022-003-18185800000235,2022,final,3,400235458,2022-11-21T13:00:00Z,group,43817,Iran,England,379886,A. JAHANBAKHSH,Y,25',25,3,in_play,90,104,pre_quarter_final_reset,4,1,accumulation_first_caution,2022-017-18186000001380,cross_match,2022-017-18186000001380,17,95,0,65,79,79,79,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235458?language=en,data/raw/2022/fifa/timelines/m003_400235458.json
2022-003-18185800000828,2022,final,3,400235458,2022-11-21T13:00:00Z,group,43817,Iran,England,314249,M. POURALIGANJI,Y,48',48,5,in_play,90,104,pre_quarter_final_reset,4,4,single_caution,,,,,,,42,56,56,56,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235458?language=en,data/raw/2022/fifa/timelines/m003_400235458.json
2022-004-18185900000220,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43921,United States,Wales,406280,DEST,Y,11',11,3,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,79,90,90,90,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-004-18185900000241,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43921,United States,Wales,390259,MCKENNIE,Y,13',13,3,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,77,88,88,88,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-004-18185900000648,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43974,Wales,United States,299610,BALE,Y,40',40,3,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,50,61,61,61,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-004-18185900000778,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43974,Wales,United States,441219,MEPHAM,Y,45'+2',47,3,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,43,54,54,54,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-004-18185900000896,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43921,United States,Wales,339510,REAM,Y,51',51,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,39,50,50,50,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-004-18185900001585,2022,final,4,400235455,2022-11-21T19:00:00Z,group,43921,United States,Wales,331871,Kellyn Acosta,Y,90'+10',100,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,1,1,1,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235455?language=en,data/raw/2022/fifa/timelines/m004_400235455.json
2022-005-18187100001010,2022,final,5,400235470,2022-11-22T19:00:00Z,group,43976,Australia,France,431745,DUKE,Y,55',55,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,35,43,43,43,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235470?language=en,data/raw/2022/fifa/timelines/m005_400235470.json
2022-005-18187100001382,2022,final,5,400235470,2022-11-22T19:00:00Z,group,43976,Australia,France,355775,IRVINE,Y,80',80,5,in_play,90,98,pre_quarter_final_reset,4,3,accumulation_first_caution,2022-050-18190100000292,cross_match,2022-050-18190100000292,50,15,2,10,18,18,18,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235470?language=en,data/raw/2022/fifa/timelines/m005_400235470.json
2022-005-18187100001656,2022,final,5,400235470,2022-11-22T19:00:00Z,group,43976,Australia,France,312252,MOOY,Y,90'+5',95,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,3,3,3,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235470?language=en,data/raw/2022/fifa/timelines/m005_400235470.json
2022-006-18187000000414,2022,final,6,400235466,2022-11-22T13:00:00Z,group,43941,Denmark,Tunisia,448464,KRISTENSEN,Y,24',24,3,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,66,74,74,74,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235466?language=en,data/raw/2022/fifa/timelines/m006_400235466.json
2022-006-18187000001344,2022,final,6,400235466,2022-11-22T13:00:00Z,group,43941,Denmark,Tunisia,411291,JENSEN,Y,78',78,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,12,20,20,20,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235466?language=en,data/raw/2022/fifa/timelines/m006_400235466.json
2022-006-18187000001432,2022,final,6,400235466,2022-11-22T13:00:00Z,group,43888,Tunisia,Denmark,329721,KHENISSI,Y,86',86,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,4,12,12,12,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235466?language=en,data/raw/2022/fifa/timelines/m006_400235466.json
2022-007-18186500000436,2022,final,7,400235463,2022-11-22T16:00:00Z,group,43911,Mexico,Poland,403596,JORGE SANCHEZ,Y,29',29,3,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,61,69,69,69,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235463?language=en,data/raw/2022/fifa/timelines/m007_400235463.json
2022-007-18186500000883,2022,final,7,400235463,2022-11-22T16:00:00Z,group,43911,Mexico,Poland,238112,H. MORENO,Y,56',56,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,34,42,42,42,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235463?language=en,data/raw/2022/fifa/timelines/m007_400235463.json
2022-007-18186500001125,2022,final,7,400235463,2022-11-22T16:00:00Z,group,43962,Poland,Mexico,411481,FRANKOWSKI,Y,76',76,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,14,22,22,22,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235463?language=en,data/raw/2022/fifa/timelines/m007_400235463.json
2022-008-18186400001103,2022,final,8,400235461,2022-11-22T10:00:00Z,group,43835,Saudi Arabia,Argentina,430170,ALMALKI,Y,67',67,5,in_play,90,104,pre_quarter_final_reset,4,4,single_caution,,,,,,,23,37,37,37,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235461?language=en,data/raw/2022/fifa/timelines/m008_400235461.json
2022-008-18186400001272,2022,final,8,400235461,2022-11-22T10:00:00Z,group,43835,Saudi Arabia,Argentina,419281,SAUD,Y,82',82,5,in_play,90,104,pre_quarter_final_reset,4,4,single_caution,,,,,,,8,22,22,22,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235461?language=en,data/raw/2022/fifa/timelines/m008_400235461.json
2022-009-18188300000149,2022,final,9,400235477,2022-11-23T19:00:00Z,group,43935,Belgium,Canada,398653,CARRASCO,Y,9',9,3,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,81,87,87,87,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022-009-18188300000947,2022,final,9,400235477,2022-11-23T19:00:00Z,group,43935,Belgium,Canada,358122,MEUNIER,Y,54',54,5,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,36,42,42,42,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022-009-18188300000966,2022,final,9,400235477,2022-11-23T19:00:00Z,group,43935,Belgium,Canada,448364,ONANA,Y,56',56,5,in_play,90,96,pre_quarter_final_reset,4,1,accumulation_first_caution,2022-026-18188400000466,cross_match,2022-026-18188400000466,26,29,0,34,40,40,40,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022-009-18188300001377,2022,final,9,400235477,2022-11-23T19:00:00Z,group,43899,Canada,Belgium,412144,DAVIES,Y,81',81,5,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,9,15,15,15,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022-009-18188300001412,2022,final,9,400235477,2022-11-23T19:00:00Z,group,43899,Canada,Belgium,441252,JOHNSTON,Y,83',83,5,in_play,90,96,pre_quarter_final_reset,4,4,single_caution,,,,,,,7,13,13,13,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235477?language=en,data/raw/2022/fifa/timelines/m009_400235477.json
2022-010-18187700001292,2022,final,10,400235472,2022-11-23T16:00:00Z,group,43901,Costa Rica,Spain,339797,F. CALVO,Y,68',68,5,in_play,90,99,pre_quarter_final_reset,4,1,accumulation_first_caution,2022-025-18187800001222,cross_match,2022-025-18187800001222,25,70,0,22,31,31,31,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235472?language=en,data/raw/2022/fifa/timelines/m010_400235472.json
2022-010-18187700001771,2022,final,10,400235472,2022-11-23T16:00:00Z,group,43901,Costa Rica,Spain,307529,J. CAMPBELL,Y,90'+7',97,5,in_play,90,99,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,2,2,2,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235472?language=en,data/raw/2022/fifa/timelines/m010_400235472.json
2022-012-18188200001309,2022,final,12,400235481,2022-11-23T10:00:00Z,group,43872,Morocco,Croatia,372266,S. AMRABAT,Y,78',78,5,in_play,90,97,pre_quarter_final_reset,4,4,single_caution,,,,,,,12,19,19,19,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235481?language=en,data/raw/2022/fifa/timelines/m012_400235481.json
2022-013-18188800000693,2022,final,13,400235488,2022-11-24T10:00:00Z,group,43849,Cameroon,Switzerland,401789,FAÏ,Y,36',36,3,in_play,90,97,pre_quarter_final_reset,4,2,accumulation_first_caution,2022-048-18189300000512,cross_match,2022-048-18189300000512,48,32,1,54,61,61,61,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235488?language=en,data/raw/2022/fifa/timelines/m013_400235488.json
2022-013-18188800001158,2022,final,13,400235488,2022-11-24T10:00:00Z,group,43971,Switzerland,Cameroon,398509,ELVEDI,Y,64',64,5,in_play,90,97,pre_quarter_final_reset,4,4,single_caution,,,,,,,26,33,33,33,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235488?language=en,data/raw/2022/fifa/timelines/m013_400235488.json
2022-013-18188800001409,2022,final,13,400235488,2022-11-24T10:00:00Z,group,43971,Switzerland,Cameroon,405178,AKANJI,Y,83',83,5,in_play,90,97,pre_quarter_final_reset,4,4,single_caution,,,,,,,7,14,14,14,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235488?language=en,data/raw/2022/fifa/timelines/m013_400235488.json
2022-014-18189400000901,2022,final,14,400235491,2022-11-24T13:00:00Z,group,43930,Uruguay,Korea Republic,267829,M. CACERES,Y,57',57,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,33,41,41,41,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235491?language=en,data/raw/2022/fifa/timelines/m014_400235491.json
2022-014-18189400001367,2022,final,14,400235491,2022-11-24T13:00:00Z,group,43822,Korea Republic,Uruguay,430387,G S CHO,Y,88',88,5,in_play,90,98,pre_quarter_final_reset,4,4,single_caution,,,,,,,2,10,10,10,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235491?language=en,data/raw/2022/fifa/timelines/m014_400235491.json
2022-015-18189500000765,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43860,Ghana,Portugal,405961,MOHAMMED,Y,45'+1',46,3,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,44,55,55,55,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-015-18189500000849,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43860,Ghana,Portugal,294620,A. AYEW,Y,49',49,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,41,52,52,52,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-015-18189500000969,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43860,Ghana,Portugal,448522,SEIDU,Y,57',57,5,in_play,90,101,pre_quarter_final_reset,4,2,accumulation_first_caution,2022-045-18189800001639,cross_match,2022-045-18189800001639,45,99,1,33,44,44,44,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-015-18189500001392,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43963,Portugal,Ghana,336505,PEREIRA,Y,90'+1',91,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,10,10,10,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-015-18189500001393,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43860,Ghana,Portugal,411376,WILLIAMS,Y,90'+1',91,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,10,10,10,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-015-18189500001444,2022,final,15,400235493,2022-11-24T16:00:00Z,group,43963,Portugal,Ghana,395206,B. FERNANDES,Y,90'+5',95,5,in_play,90,101,pre_quarter_final_reset,4,4,single_caution,,,,,,,0,6,6,6,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235493?language=en,data/raw/2022/fifa/timelines/m015_400235493.json
2022-016-18188900000109,2022,final,16,400235484,2022-11-24T19:00:00Z,group,1902465,Serbia,Brazil,430069,PAVLOVIĆ,Y,7',7,3,in_play,90,98,pre_quarter_final_reset,4,2,accumulation_first_caution,2022-047-18189200000832,cross_match,2022-047-18189200000832,47,56,1,83,91,91,91,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235484?language=en,data/raw/2022/fifa/timelines/m016_400235484.json
2022-016-18188900000861,2022,final,16,400235484,2022-11-24T19:00:00Z,group,1902465,Serbia,Brazil,401176,GUDELJ,Y,49',49,5,in_play,90,98,pre_quarter_final_reset,4,2,accumulation_first_caution,2022-047-18189200001176,cross_match,2022-047-18189200001176,47,81,1,41,49,49,49,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235484?language=en,data/raw/2022/fifa/timelines/m016_400235484.json
2022-017-18186000000707,2022,final,17,400235453,2022-11-25T10:00:00Z,group,43974,Wales,Iran,441052,RODON,Y,45'+3',48,3,in_play,90,103,pre_quarter_final_reset,3,3,single_caution,,,,,,,42,55,55,55,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235453?language=en,data/raw/2022/fifa/timelines/m017_400235453.json
2022-017-18186000001261,2022,final,17,400235453,2022-11-25T10:00:00Z,group,43974,Wales,Iran,299601,HENNESSEY,R,86',86,5,in_play,90,103,pre_quarter_final_reset,0,0,dismissal,,,,,,,4,17,25.5,34,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235453?language=en,data/raw/2022/fifa/timelines/m017_400235453.json
2022-017-18186000001380,2022,final,17,400235453,2022-11-25T10:00:00Z,group,43817,Iran,Wales,379886,A. JAHANBAKHSH,Y,90'+5',95,5,in_play,90,103,pre_quarter_final_reset,3,0,accumulation_trigger,2022-003-18185800000235,,,,,,0,8,8,8,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235453?language=en,data/raw/2022/fifa/timelines/m017_400235453.json
2022-018-18185400000300,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43834,Qatar,Senegal,385068,MOHAMMED,Y,20',20,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,70,77,77,77,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-018-18185400000448,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43879,Senegal,Qatar,441321,B. DIA,Y,30',30,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,60,67,67,67,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-018-18185400000656,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43834,Qatar,Senegal,419441,HOMAM,Y,45'+2',47,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,43,50,50,50,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-018-18185400000846,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43879,Senegal,Qatar,430671,JAKOBS,Y,52',52,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,38,45,45,45,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-018-18185400001337,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43879,Senegal,Qatar,448825,PATHE,Y,87',87,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,3,10,10,10,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-018-18185400001381,2022,final,18,400235448,2022-11-25T13:00:00Z,group,43834,Qatar,Senegal,386348,A. MADIBO,Y,90'+1',91,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,6,6,6,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235448?language=en,data/raw/2022/fifa/timelines/m018_400235448.json
2022-019-18185500001027,2022,final,19,400235452,2022-11-25T16:00:00Z,group,43927,Ecuador,Netherlands,428904,MENDEZ,Y,57',57,5,in_play,90,97,pre_quarter_final_reset,3,0,accumulation_trigger,2022-001-18185300000949,,,,,,33,40,40,40,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235452?language=en,data/raw/2022/fifa/timelines/m019_400235452.json
2022-021-18187200000410,2022,final,21,400235469,2022-11-26T10:00:00Z,group,43888,Tunisia,Australia,433182,LAIDOUNI,Y,26',26,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,64,71,71,71,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235469?language=en,data/raw/2022/fifa/timelines/m021_400235469.json
2022-021-18187200001075,2022,final,21,400235469,2022-11-26T10:00:00Z,group,43888,Tunisia,Australia,433362,ABDI,Y,64',64,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,26,33,33,33,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235469?language=en,data/raw/2022/fifa/timelines/m021_400235469.json
2022-021-18187200001501,2022,final,21,400235469,2022-11-26T10:00:00Z,group,43888,Tunisia,Australia,370575,SASSI,Y,90'+3',93,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,0,4,4,4,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235469?language=en,data/raw/2022/fifa/timelines/m021_400235469.json
2022-022-18186600000256,2022,final,22,400235459,2022-11-26T13:00:00Z,group,43962,Poland,Saudi Arabia,448638,KIWIOR,Y,15',15,3,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,75,83,83,83,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235459?language=en,data/raw/2022/fifa/timelines/m022_400235459.json
2022-022-18186600000266,2022,final,22,400235459,2022-11-26T13:00:00Z,group,43962,Poland,Saudi Arabia,436691,CASH,Y,16',16,3,in_play,90,98,pre_quarter_final_reset,3,2,accumulation_first_caution,2022-052-18190200001442,cross_match,2022-052-18190200001442,52,88,1,74,82,82,82,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235459?language=en,data/raw/2022/fifa/timelines/m022_400235459.json
2022-022-18186600000308,2022,final,22,400235459,2022-11-26T13:00:00Z,group,43962,Poland,Saudi Arabia,362823,MILIK,Y,19',19,3,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,71,79,79,79,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235459?language=en,data/raw/2022/fifa/timelines/m022_400235459.json
2022-022-18186600000673,2022,final,22,400235459,2022-11-26T13:00:00Z,group,43835,Saudi Arabia,Poland,403312,ALAMRI,Y,45'+4',49,3,in_play,90,98,pre_quarter_final_reset,3,1,accumulation_first_caution,2022-040-18186800001321,cross_match,2022-040-18186800001321,40,91,0,41,49,49,49,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235459?language=en,data/raw/2022/fifa/timelines/m022_400235459.json
2022-023-18187300000381,2022,final,23,400235467,2022-11-26T16:00:00Z,group,43941,Denmark,France,401281,CHRISTENSEN,Y,20',20,3,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,70,78,78,78,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235467?language=en,data/raw/2022/fifa/timelines/m023_400235467.json
2022-023-18187300000421,2022,final,23,400235467,2022-11-26T16:00:00Z,group,43941,Denmark,France,360188,CORNELIUS,Y,23',23,3,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,67,75,75,75,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235467?language=en,data/raw/2022/fifa/timelines/m023_400235467.json
2022-023-18187300000720,2022,final,23,400235467,2022-11-26T16:00:00Z,group,43946,France,Denmark,430707,KOUNDE,Y,43',43,3,in_play,90,98,pre_quarter_final_reset,3,3,single_caution,,,,,,,47,55,55,55,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235467?language=en,data/raw/2022/fifa/timelines/m023_400235467.json
2022-024-18186700000330,2022,final,24,400235462,2022-11-26T19:00:00Z,group,43911,Mexico,Argentina,336707,N. ARAUJO,Y,22',22,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,68,75,75,75,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
2022-024-18186700000601,2022,final,24,400235462,2022-11-26T19:00:00Z,group,43922,Argentina,Mexico,402926,MONTIEL,Y,43',43,3,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,47,54,54,54,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
2022-024-18186700000814,2022,final,24,400235462,2022-11-26T19:00:00Z,group,43911,Mexico,Argentina,386332,E. GUTIÉRREZ,Y,50',50,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,40,47,47,47,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
2022-024-18186700001042,2022,final,24,400235462,2022-11-26T19:00:00Z,group,43911,Mexico,Argentina,329092,H. HERRERA,Y,66',66,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,24,31,31,31,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
2022-024-18186700001366,2022,final,24,400235462,2022-11-26T19:00:00Z,group,43911,Mexico,Argentina,403585,Roberto Alvarado,Y,89',89,5,in_play,90,97,pre_quarter_final_reset,3,3,single_caution,,,,,,,1,8,8,8,https://api.fifa.com/api/v3/timelines/17/255711/285063/400235462?language=en,data/raw/2022/fifa/timelines/m024_400235462.json
